"","GeneID","Chr","Start","End","Strand","Length"
"4002","gene-YLR307W","NC_001144.5","745620","746525","+",906
"4003","gene-YLR308W","NC_001144.5","747937","748875","+",939
"4004","gene-YLR309C","NC_001144.5","749034","751769","-",2736
"4005","gene-YLR310C","NC_001144.5","752224","756993","-",4770
"4006","gene-YLR312C","NC_001144.5","757637","758833","-",1197
"4007","gene-YLR312W-A","NC_001144.5","759480","760241","+",762
"4008","gene-YLR313C","NC_001144.5","760750","762342","-",1593
"4009","gene-YLR314C","NC_001144.5","762575","764137","-",1563
"4010","gene-YLR315W","NC_001144.5","764808","765269","+",462
"4011","gene-YLR316C","NC_001144.5;NC_001144.5;NC_001144.5","765266;766130;766250","766073;766181;766358","-;-;-",969
"4012","gene-YLR318W","NC_001144.5","766542","769196","+",2655
"4013","gene-YLR319C","NC_001144.5","769318","771684","-",2367
"4014","gene-YLR320W","NC_001144.5","771940","776304","+",4365
"4015","gene-YLR321C","NC_001144.5","776584","777864","-",1281
"4016","gene-YLR323C","NC_001144.5","778173","778952","-",780
"4017","gene-YLR324W","NC_001144.5","779215","780786","+",1572
"4018","gene-YLR325C","NC_001144.5","781143","781379","-",237
"4019","gene-YLR326W","NC_001144.5","782174","782896","+",723
"4020","gene-YLR327C","NC_001144.5","783127","783387","-",261
"4021","gene-YLR328W","NC_001144.5","784913","786118","+",1206
"4022","gene-YLR329W","NC_001144.5;NC_001144.5","786442;786713","786615;787333","+;+",795
"4023","gene-YLR330W","NC_001144.5","787664","789679","+",2016
"4024","gene-YLR331C","NC_001144.5","790669","791046","-",378
"4025","gene-YLR332W","NC_001144.5","790676","791806","+",1131
"4026","gene-YLR333C","NC_001144.5","795573","795899","-",327
"4027","gene-YLR335W","NC_001144.5","797430","799592","+",2163
"4028","gene-YLR336C","NC_001144.5","799697","802396","-",2700
"4029","gene-YLR337C","NC_001144.5","802653","805106","-",2454
"4030","gene-YLR340W","NC_001144.5","805887","806825","+",939
"4031","gene-YLR341W","NC_001144.5","807385","808818","+",1434
"4032","gene-YLR342W","NC_001144.5","809997","815627","+",5631
"4033","gene-YLR342W-A","NC_001144.5","815810","815983","+",174
"4034","gene-YLR343W","NC_001144.5","816094","817761","+",1668
"4035","gene-YLR344W","NC_001144.5;NC_001144.5","819312;819778","819330;820142","+;+",384
"4036","gene-YLR345W","NC_001144.5","820511","822040","+",1530
"4037","gene-YLR346C","NC_001144.5","822287","822592","-",306
"4038","gene-YLR347C","NC_001144.5","823828","826413","-",2586
"4039","gene-YLR348C","NC_001144.5","826977","827873","-",897
"4040","gene-YLR350W","NC_001144.5","828730","829380","+",651
"4041","gene-YLR351C","NC_001144.5","829489","830364","-",876
"4042","gene-YLR352W","NC_001144.5","831116","833539","+",2424
"4043","gene-YLR353W","NC_001144.5","834352","836163","+",1812
"4044","gene-YLR354C","NC_001144.5","836350","837357","-",1008
"4045","gene-YLR355C","NC_001144.5","838066","839253","-",1188
"4046","gene-YLR356W","NC_001144.5","840321","840914","+",594
"4047","gene-YLR357W","NC_001144.5","841331","844000","+",2670
"4048","gene-YLR358C","NC_001144.5","843487","844050","-",564
"4049","gene-YLR359W","NC_001144.5","844282","845730","+",1449
"4050","gene-YLR360W","NC_001144.5","846103","847422","+",1320
"4051","gene-YLR361C","NC_001144.5","847388","849124","-",1737
"4052","gene-YLR361C-A","NC_001144.5","849383","849679","-",297
"4053","gene-YLR362W","NC_001144.5","849866","852019","+",2154
"4054","gene-YLR363C","NC_001144.5","852495","853151","-",657
"4055","gene-YLR363W-A","NC_001144.5","853461","853718","+",258
"4056","gene-YLR364W","NC_001144.5","854062","854391","+",330
"4057","gene-YLR365W","NC_001144.5","855199","855531","+",333
"4058","gene-YLR367W","NC_001144.5;NC_001144.5","856442;857058","856574;857317","+;+",393
"4059","gene-YLR368W","NC_001144.5","857540","859336","+",1797
"4060","gene-YLR369W","NC_001144.5","859552","861525","+",1974
"4061","gene-YLR370C","NC_001144.5","861718","862254","-",537
"4062","gene-YLR371W","NC_001144.5","862714","866784","+",4071
"4063","gene-YLR372W","NC_001144.5","867354","868391","+",1038
"4064","gene-YLR373C","NC_001144.5","868662","871367","-",2706
"4065","gene-YLR375W","NC_001144.5","871697","872728","+",1032
"4066","gene-YLR376C","NC_001144.5","872826","873554","-",729
"4067","gene-YLR377C","NC_001144.5","873746","874792","-",1047
"4068","gene-YLR378C","NC_001144.5","875736","877178","-",1443
"4069","gene-YLR380W","NC_001144.5","878282","879508","+",1227
"4070","gene-YLR381W","NC_001144.5","879723","881924","+",2202
"4071","gene-YLR382C","NC_001144.5","882067","884751","-",2685
"4072","gene-YLR383W","NC_001144.5","885288","888632","+",3345
"4073","gene-YLR384C","NC_001144.5","888851","892900","-",4050
"4074","gene-YLR385C","NC_001144.5","892992","893390","-",399
"4075","gene-YLR386W","NC_001144.5","893628","896270","+",2643
"4076","gene-YLR387C","NC_001144.5","896374","897672","-",1299
"4077","gene-YLR388W","NC_001144.5","898651","898821","+",171
"4078","gene-YLR389C","NC_001144.5","899577","902660","-",3084
"4079","gene-YLR390W","NC_001144.5","903066","903404","+",339
"4080","gene-YLR390W-A","NC_001144.5","903724","904440","+",717
"4081","gene-YLR392C","NC_001144.5","904749","906305","-",1557
"4082","gene-YLR393W","NC_001144.5","907079","907918","+",840
"4083","gene-YLR394W","NC_001144.5","907950","909398","+",1449
"4084","gene-YLR395C","NC_001144.5","909729","909965","-",237
"4085","gene-YLR396C","NC_001144.5","910235","912310","-",2076
"4086","gene-YLR397C","NC_001144.5","912550","914892","-",2343
"4087","gene-YLR398C","NC_001144.5","915156","919019","-",3864
"4088","gene-YLR399C","NC_001144.5","919536","921596","-",2061
"4089","gene-YLR401C","NC_001144.5","922442","924448","-",2007
"4090","gene-YLR403W","NC_001144.5","925568","927619","+",2052
"4091","gene-YLR404W","NC_001144.5","928743","929600","+",858
"4092","gene-YLR405W","NC_001144.5","929789","930892","+",1104
"4093","gene-YLR406C","NC_001144.5;NC_001144.5","931065;931699","931349;931755","-;-",342
"4094","gene-YLR406C-A","NC_001144.5","932206","932355","-",150
"4095","gene-YLR407W","NC_001144.5","932967","933653","+",687
"4096","gene-YLR408C","NC_001144.5","933885","934253","-",369
"4097","gene-YLR409C","NC_001144.5","934414","937233","-",2820
"4098","gene-YLR410W","NC_001144.5","937541","940981","+",3441
"4099","gene-YLR410W-A","NC_001144.5","941483","942799","+",1317
"4100","gene-YLR410W-B","NC_001144.5","941483","946796","+",5314
"4101","gene-YLR411W","NC_001144.5","947253","947978","+",726
"4102","gene-YLR412C-A","NC_001144.5","950267","950473","-",207
"4103","gene-YLR412W","NC_001144.5","948368","949192","+",825
"4104","gene-YLR413W","NC_001144.5","951156","953183","+",2028
"4105","gene-YLR414C","NC_001144.5","953353","954144","-",792
"4106","gene-YLR415C","NC_001144.5","954259","954597","-",339
"4107","gene-YLR417W","NC_001144.5","955010","956710","+",1701
"4108","gene-YLR418C","NC_001144.5","956914","958095","-",1182
"4109","gene-YLR419W","NC_001144.5","958428","962735","+",4308
"4110","gene-YLR420W","NC_001144.5","963785","964879","+",1095
"4111","gene-YLR421C","NC_001144.5","965090","965560","-",471
"4112","gene-YLR422W","NC_001144.5","965897","971695","+",5799
"4113","gene-YLR423C","NC_001144.5","971917","973170","-",1254
"4114","gene-YLR424W","NC_001144.5","973395","975521","+",2127
"4115","gene-YLR425W","NC_001144.5","982894","986817","+",3924
"4116","gene-YLR426W","NC_001144.5;NC_001144.5","987062;987213","987141;988113","+;+",981
"4117","gene-YLR427W","NC_001144.5","988428","990440","+",2013
"4118","gene-YLR429W","NC_001144.5","990777","992732","+",1956
"4119","gene-YLR430W","NC_001144.5","993434","1000129","+",6696
"4120","gene-YLR431C","NC_001144.5","1000342","1001703","-",1362
"4121","gene-YLR432W","NC_001144.5","1002557","1004128","+",1572
"4122","gene-YLR433C","NC_001144.5","1004347","1006008","-",1662
"4123","gene-YLR435W","NC_001144.5","1006378","1006995","+",618
"4124","gene-YLR436C","NC_001144.5","1007421","1011245","-",3825
"4125","gene-YLR437C","NC_001144.5","1011622","1012023","-",402
"4126","gene-YLR438C-A","NC_001144.5","1013909","1014178","-",270
"4127","gene-YLR438W","NC_001144.5","1012501","1013775","+",1275
"4128","gene-YLR439W","NC_001144.5","1014491","1015450","+",960
"4129","gene-YLR440C","NC_001144.5","1015568","1017697","-",2130
"4130","gene-YLR441C","NC_001144.5","1018141","1018908","-",768
"4131","gene-YLR442C","NC_001144.5","1019315","1022251","-",2937
"4132","gene-YLR443W","NC_001144.5","1022625","1023971","+",1347
"4133","gene-YLR445W","NC_001144.5;NC_001144.5","1024189;1024655","1024572;1024837","+;+",567
"4134","gene-YLR446W","NC_001144.5","1025214","1026515","+",1302
"4135","gene-YLR447C","NC_001144.5","1026856","1027893","-",1038
"4136","gene-YLR448W","NC_001144.5;NC_001144.5","1028854;1029253","1028868;1029768","+;+",531
"4137","gene-YLR449W","NC_001144.5","1030834","1032012","+",1179
"4138","gene-YLR450W","NC_001144.5","1032627","1035764","+",3138
"4139","gene-YLR451W","NC_001144.5","1036093","1038753","+",2661
"4140","gene-YLR452C","NC_001144.5","1039270","1041366","-",2097
"4141","gene-YLR453C","NC_001144.5","1041799","1042986","-",1188
"4142","gene-YLR454W","NC_001144.5","1043998","1051884","+",7887
"4143","gene-YLR455W","NC_001144.5","1053629","1054543","+",915
"4144","gene-YLR456W","NC_001144.5","1055070","1055684","+",615
"4145","gene-YLR457C","NC_001144.5","1055812","1056771","-",960
"4146","gene-YLR459W","NC_001144.5","1057334","1058518","+",1185
"4147","gene-YLR460C","NC_001144.5","1059757","1060887","-",1131
"4148","gene-YLR461W","NC_001144.5","1062919","1063281","+",363
"4149","gene-YLR462W","NC_001144.5","1065956","1066564","+",609
"4150","gene-YLR464W","NC_001144.5;NC_001144.5","1066572;1067364","1067084;1067501","+;+",651
"4151","gene-YLR466W","NC_001144.5","1067087","1071235","+",4149
"4152","gene-YLR467W","NC_001144.5","1072508","1077898","+",5391
"4153","gene-YML001W","NC_001145.3","267174","267800","+",627
"4154","gene-YML002W","NC_001145.3","264541","266754","+",2214
"4155","gene-YML003W","NC_001145.3","263483","264355","+",873
"4156","gene-YML004C","NC_001145.3","261705","262685","-",981
"4157","gene-YML005W","NC_001145.3","260221","261609","+",1389
"4158","gene-YML006C","NC_001145.3","256092","258416","-",2325
"4159","gene-YML007C-A","NC_001145.3","253162","253272","-",111
"4160","gene-YML007W","NC_001145.3","253848","255800","+",1953
"4161","gene-YML008C","NC_001145.3","251839","252990","-",1152
"4162","gene-YML009C","NC_001145.3","251304","251516","-",213
"4163","gene-YML010W","NC_001145.3","247677","250868","+",3192
"4164","gene-YML011C","NC_001145.3","246895","247428","-",534
"4165","gene-YML012W","NC_001145.3","246116","246751","+",636
"4166","gene-YML013W","NC_001145.3","244149","245903","+",1755
"4167","gene-YML014W","NC_001145.3","243225","244064","+",840
"4168","gene-YML015C","NC_001145.3","241989","243029","-",1041
"4169","gene-YML016C","NC_001145.3","239458","241536","-",2079
"4170","gene-YML017W","NC_001145.3;NC_001145.3","236588;236954","236591;238731","+;+",1782
"4171","gene-YML018C","NC_001145.3","234771","235952","-",1182
"4172","gene-YML019W","NC_001145.3","233457","234455","+",999
"4173","gene-YML020W","NC_001145.3","231149","233143","+",1995
"4174","gene-YML021C","NC_001145.3","229734","230813","-",1080
"4175","gene-YML022W","NC_001145.3","228937","229500","+",564
"4176","gene-YML023C","NC_001145.3","226994","228664","-",1671
"4177","gene-YML024W","NC_001145.3;NC_001145.3","225889;226290","225891;226697","+;+",411
"4178","gene-YML025C","NC_001145.3;NC_001145.3","224406;225339","225239;225365","-;-",861
"4179","gene-YML026C","NC_001145.3;NC_001145.3","222987;223782","223380;223828","-;-",441
"4180","gene-YML027W","NC_001145.3","221406","222563","+",1158
"4181","gene-YML028W","NC_001145.3","220138","220728","+",591
"4182","gene-YML029W","NC_001145.3","217362","219878","+",2517
"4183","gene-YML030W","NC_001145.3","216435","216914","+",480
"4184","gene-YML031W","NC_001145.3","214189","216156","+",1968
"4185","gene-YML032C","NC_001145.3","212515","213930","-",1416
"4186","gene-YML034W","NC_001145.3;NC_001145.3","209525;211571","211444;212155","+;+",2505
"4187","gene-YML035C","NC_001145.3","206428","208860","-",2433
"4188","gene-YML036W","NC_001145.3;NC_001145.3","205642;206204","206097;206293","+;+",546
"4189","gene-YML037C","NC_001145.3","204386","205408","-",1023
"4190","gene-YML038C","NC_001145.3","202775","204103","-",1329
"4191","gene-YML039W","NC_001145.3","196628","201896","+",5269
"4192","gene-YML040W","NC_001145.3","196628","197950","+",1323
"4193","gene-YML041C","NC_001145.3","194913","195755","-",843
"4194","gene-YML042W","NC_001145.3","192788","194800","+",2013
"4195","gene-YML043C","NC_001145.3","190244","191767","-",1524
"4196","gene-YML045W","NC_001145.3","184461","189729","+",5269
"4197","gene-YML045W-A","NC_001145.3","184461","185783","+",1323
"4198","gene-YML046W","NC_001145.3","181474","183363","+",1890
"4199","gene-YML047C","NC_001145.3","180017","181075","-",1059
"4200","gene-YML048W","NC_001145.3","178426","179637","+",1212
"4201","gene-YML049C","NC_001145.3","174220","178305","-",4086
"4202","gene-YML050W","NC_001145.3","173139","174074","+",936
"4203","gene-YML051W","NC_001145.3","171594","172901","+",1308
"4204","gene-YML052W","NC_001145.3","170402","171310","+",909
"4205","gene-YML053C","NC_001145.3","169116","169754","-",639
"4206","gene-YML054C","NC_001145.3","165533","167308","-",1776
"4207","gene-YML054C-A","NC_001145.3","167623","167781","-",159
"4208","gene-YML055W","NC_001145.3","164790","165326","+",537
"4209","gene-YML056C","NC_001145.3;NC_001145.3","162194;163717","163308;164176","-;-",1575
"4210","gene-YML057W","NC_001145.3","160180","161994","+",1815
"4211","gene-YML058W","NC_001145.3","159383","159697","+",315
"4212","gene-YML058W-A","NC_001145.3","158760","158966","+",207
"4213","gene-YML059C","NC_001145.3","153219","158258","-",5040
"4214","gene-YML060W","NC_001145.3","151871","153001","+",1131
"4215","gene-YML061C","NC_001145.3","148953","151532","-",2580
"4216","gene-YML062C","NC_001145.3","147505","148683","-",1179
"4217","gene-YML063W","NC_001145.3","146482","147249","+",768
"4218","gene-YML064C","NC_001145.3","145139","145876","-",738
"4219","gene-YML065W","NC_001145.3","142210","144954","+",2745
"4220","gene-YML066C","NC_001145.3","140424","141533","-",1110
"4221","gene-YML067C","NC_001145.3;NC_001145.3","139063;140184","140090;140214","-;-",1059
"4222","gene-YML068W","NC_001145.3","137550","138944","+",1395
"4223","gene-YML069W","NC_001145.3","135500","137158","+",1659
"4224","gene-YML070W","NC_001145.3","133475","135229","+",1755
"4225","gene-YML071C","NC_001145.3","129749","131572","-",1824
"4226","gene-YML072C","NC_001145.3","124730","129367","-",4638
"4227","gene-YML073C","NC_001145.3;NC_001145.3","123227;124158","123742;124172","-;-",531
"4228","gene-YML074C","NC_001145.3","120089","121324","-",1236
"4229","gene-YML075C","NC_001145.3","115734","118898","-",3165
"4230","gene-YML076C","NC_001145.3","112513","115347","-",2835
"4231","gene-YML077W","NC_001145.3","111865","112344","+",480
"4232","gene-YML078W","NC_001145.3","111002","111550","+",549
"4233","gene-YML079W","NC_001145.3","110247","110852","+",606
"4234","gene-YML080W","NC_001145.3","108806","110077","+",1272
"4235","gene-YML081C-A","NC_001145.3","103983","104162","-",180
"4236","gene-YML081W","NC_001145.3","104777","108532","+",3756
"4237","gene-YML082W","NC_001145.3","101862","103811","+",1950
"4238","gene-YML083C","NC_001145.3","99794","101050","-",1257
"4239","gene-YML085C","NC_001145.3;NC_001145.3","97941;99376","99259;99400","-;-",1344
"4240","gene-YML086C","NC_001145.3","95791","97371","-",1581
"4241","gene-YML087C","NC_001145.3","94431","95369","-",939
"4242","gene-YML088W","NC_001145.3","92235","94241","+",2007
"4243","gene-YML091C","NC_001145.3","87123","90731","-",3609
"4244","gene-YML092C","NC_001145.3","85987","86739","-",753
"4245","gene-YML093W","NC_001145.3","83090","85789","+",2700
"4246","gene-YML094W","NC_001145.3;NC_001145.3","82275;82374","82290;82849","+;+",492
"4247","gene-YML095C","NC_001145.3","81481","82113","-",633
"4248","gene-YML096W","NC_001145.3","79909","81486","+",1578
"4249","gene-YML097C","NC_001145.3","78335","79690","-",1356
"4250","gene-YML098W","NC_001145.3","77267","77770","+",504
"4251","gene-YML099C","NC_001145.3","74398","77040","-",2643
"4252","gene-YML100W","NC_001145.3","70624","73920","+",3297
"4253","gene-YML100W-A","NC_001145.3","70138","70311","+",174
"4254","gene-YML101C","NC_001145.3","69735","70088","-",354
"4255","gene-YML102W","NC_001145.3","68294","69700","+",1407
"4256","gene-YML103C","NC_001145.3","62582","67549","-",4968
"4257","gene-YML104C","NC_001145.3","58939","62322","-",3384
"4258","gene-YML105C","NC_001145.3","57866","58687","-",822
"4259","gene-YML106W","NC_001145.3","56773","57453","+",681
"4260","gene-YML107C","NC_001145.3","55265","56269","-",1005
"4261","gene-YML108W","NC_001145.3","54793","55110","+",318
"4262","gene-YML109W","NC_001145.3","51640","54468","+",2829
"4263","gene-YML110C","NC_001145.3","50031","50954","-",924
"4264","gene-YML111W","NC_001145.3","46942","49704","+",2763
"4265","gene-YML112W","NC_001145.3","45063","45953","+",891
"4266","gene-YML113W","NC_001145.3","44045","44791","+",747
"4267","gene-YML114C","NC_001145.3","42043","43575","-",1533
"4268","gene-YML115C","NC_001145.3","40187","41794","-",1608
"4269","gene-YML116W","NC_001145.3","38196","39824","+",1629
"4270","gene-YML117W","NC_001145.3","34243","37647","+",3405
"4271","gene-YML118W","NC_001145.3","32334","33851","+",1518
"4272","gene-YML119W","NC_001145.3","30611","31684","+",1074
